Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Target,loan_type__auto_loan,loan_type__builder_loan,loan_type__credit,loan_type__debt_consolidation_loan,loan_type__home_equity_loan,loan_type__mortgage_loan,loan_type__not_specified,loan_type__payday_loan,loan_type__personal_loan,loan_type__student_loan,month2_balance,month2_credit_util,month2_delayed_payment,month2_delay_from_due_date,month3_balance,month3_credit_util,month3_delayed_payment,month3_delay_from_due_date,max_delayed_payment,max_credit_util,credit_util_var,balance_m1_m2,balance_m2_m3
41,Teacher,33751.27,2948.605833333333,5,5,20,3,16,17.0,11.0,8.0,Standard,1328.93,31.13948358493632,0,Yes,65.00817428651536,25.969611914778515,High_spent_Large_value_payments,443.88279713203934,Standard,0.5053431762518418,0.49667056554085703,0.49667056554085703,0.0,0.0,0.0,0.0,0.0,0.5012633767455493,0.0,444.4252395051343,35.58400504980836,20.0,16,406.9923272339233,32.78263672653516,20.0,16,22.0,38.03072168039317,22.799941282227866,-0.001220548080705237,0.0919744913267027
33,Engineer,88640.24,7266.686666666667,3,6,1,2,-1,,3.51,3.0,Good,950.36,30.87079911079545,312,No,135.17337097171767,98.44195128223792,High_spent_Large_value_payments,733.0533444127112,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,667.4204738170387,25.97917280396149,2.0,4,195.36907909976551,38.32363895436978,0.0,4,2.0,41.036168282350594,25.2025024268951,0.09833811393335325,2.416203203149765
36,Entrepreneur,54392.16,4766.68,6,4,14,3,10,8.0,5.54,7.0,Standard,179.22,32.8788050668308,329,Yes,124.39208242092045,495.1178978821161,Low_spent_Small_value_payments,147.15801969696355,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.5738957859485199,0.0,0.5787947572888505,0.5793446778951812,464.1635141118658,35.112531991297786,8.0,10,7.129357073661937,23.195025404792624,8.0,10,11.0,35.112531991297786,18.647495070700725,-0.6829608204373045,64.10594283832833
39,Manager,8701.545,519.12875,6,5,32,7,23,9.0,8.86,9.0,Standard,2602.69,28.815537059010616,114,NM,36.54819717138717,,Low_spent_Small_value_payments,264.7720511316515,Poor,0.30511171968228706,0.0,0.0,0.0,0.30132618365458735,0.0,0.0,0.5978564985144456,0.3026484537239802,0.605872008100069,264.8928715293409,38.46541540543407,9.0,21,242.43306442147872,28.570031407996353,6.0,23,9.0,39.90251759709182,30.8967183412182,-0.00045611041547413965,0.09264333296061864
37,Entrepreneur,25546.26,2415.855,8,7,14,5,15,13.0,7.83,5.0,Standard,758.44,39.33348789822524,225,Yes,101.3286373638512,189.81586133347676,Low_spent_Medium_value_payments,230.44100130267208,Standard,0.35708749534868667,0.3509592225581259,0.3509592225581259,0.0,0.0,0.0,0.35120659210705873,0.0,0.0,0.7090822931994138,299.9564688659588,30.099067241911712,14.0,16,338.52611416415374,34.58659948959524,10.0,16,14.0,39.33348789822524,24.089535427499445,-0.23175185328092066,-0.11393403251452629
31,Scientist,31993.78,2942.148333333333,6,6,7,2,8,16.0,6.28,1.0,Standard,818.22,36.012793772472094,209,Yes,45.14129822463578,97.58820324481088,Low_spent_Large_value_payments,421.4853318638867,Standard,0.0,0.0,0.0,0.0,0.7099259112999327,0.0,0.0,0.704276366538705,0.0,0.0,404.5162989178708,29.50345426644775,16.0,8,396.3496476766012,34.280968719435315,14.0,8,16.0,37.958569410003335,19.205377176810202,0.04194894740066115,0.02060466380919592
20,Accountant,92047.08,7591.59,6,7,16,0,16,11.0,9.13,4.0,Standard,1296.64,27.727646781775498,357,Yes,0.0,268.0846032992916,Low_spent_Large_value_payments,761.0743967007086,Poor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.8734297713614,40.75852163733138,10.0,16,782.5739727857823,28.776937743887977,13.0,16,13.0,42.944681681740505,37.79219164221898,-0.1902373526126262,0.20100266870060787
46,Teacher,32284.62,2898.385,6,7,17,6,13,12.0,2.2200000000000006,10.0,Standard,1283.37,27.930123710625228,84,Yes,103.03756035536594,359.7718322852988,Low_spent_Small_value_payments,117.02910735933534,Standard,0.0,0.576759999059209,0.576759999059209,0.0,0.0,0.28994625775276545,0.2885832608369579,0.2874691126817868,0.2910467065683162,0.0,85.90209492602362,24.205533202276374,,7,204.52738973225772,26.874467413543886,12.0,11,12.0,38.39455822201335,19.435555517978493,0.3623545206914615,-0.5799971092454846
26,Musician,97791.42,7449.469346853578,6,6,12,0,18,8.0,17.92,1.0,Standard,107.41,33.89444259920451,333,Yes,629.8156531464217,110.31820362533672,High_spent_Medium_value_payments,947.6102963746632,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.38769872809104,28.807349824215013,8.0,18,939.6245613800266,44.676888593962104,8.0,16,8.0,44.676888593962104,43.330229990370036,1.833867094929282,-0.6441262686482185
32,Entrepreneur,19300.34,1512.361666666667,6,7,17,5,53,19.0,9.95,8.0,Bad,2430.21,23.70919322410504,225,Yes,49.57206224445275,118.1855506983746,Low_spent_Medium_value_payments,263.4785537238393,Standard,0.45223909651331046,0.0,0.0,0.44901423293604653,0.0,0.4468919102872824,0.4447911337497894,0.4430739058701593,0.0,0.0,250.68861456434425,25.84314493873217,19.0,51,288.21665559341204,25.84779062032988,17.0,51,19.0,37.62486247304565,25.697376815327207,0.05101922630878897,-0.13020774580775338
41,Musician,19514.88,,7,5,5240,0,26,11.0,4.17,4.0,_,881.4,28.781887776659712,238,No,0.0,99.1415414879628,High_spent_Small_value_payments,343.6824585120372,Poor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.1928400258838,27.182482771287628,15.0,30,321.4463602062691,38.78807246113495,12.0,30,15.0,41.17638419789344,35.430800196911875,0.23541086995646643,-0.13455906034409573
42,Media_Manager,10183.015,1074.5845833333333,7,5,17,5,48,21.0,7.97,6.0,Bad,1672.43,36.83702882243363,128,Yes,37.58807283812568,71.12274735436063,Low_spent_Small_value_payments,288.747638140847,Poor,0.0,0.5533380182063412,0.5533380182063412,0.0,0.0,0.5563433244779861,0.0,0.0,0.0,0.27949271998343655,298.00665791718154,24.713823993258373,21.0,52,285.9705244544092,25.105402554318484,24.0,48,24.0,36.83702882243363,22.117669714327974,-0.03106984199966325,0.04208872045724139
20,Entrepreneur,106733.13,8873.4275,4,4,1,0,7,6.0,0.86,1.0,Good,76.23,39.24363977621796,400,No,0.0,384.7637247797149,!@9#%8,792.5790252202852,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.3073773982208,43.6651184057441,4.0,9,913.0316546874346,31.72760359530652,6.0,5,8.0,43.6651184057441,47.98329339616037,-0.15350552142109897,0.025492788329178222
32,Lawyer,12600.445,782.0370833333334,5,5,10,3,25,19.0,15.79,11.0,Standard,569.8,31.978873515820705,154,Yes,26.060347529205966,66.37358000122424,Low_spent_Small_value_payments,275.76978080290314,Poor,0.0,0.0,0.0,0.0,0.0,0.0,0.44383917022216574,0.0,0.0,0.8961064618540028,275.2344649444218,34.125305925956305,20.0,25,294.135294147935,36.52748004014412,19.0,25,20.0,38.15374125597254,24.7300445128142,0.0019449448621539332,-0.06425896374750265
34,Mechanic,57983.12,4720.926666666667,9,8,31,8,48,24.0,7.27,,_,3532.83,24.726351303352537,153,Yes,200.43261339470683,159.13672195005464,High_spent_Medium_value_payments,362.5233313219053,Poor,0.0,0.25748754738302887,0.25748754738302887,0.26011549039491616,0.0,0.0,0.5153380690055588,0.5133484769647496,0.0,0.5202309807898323,316.9280131621217,24.63149693005803,21.0,49,,35.25737829905026,21.0,46,24.0,37.87364186839308,29.883190898758073,0.14386648155478668,
48,Entrepreneur,20787.69,1999.3075,8,1381,14,3,22,14.0,8.129999999999999,3.0,_,614.6,35.344187616472155,221,No,42.22199265643221,21.745531229318935,High_spent_Large_value_payments,375.96322611424887,Standard,0.0,0.40693478936930794,0.40693478936930794,0.0,0.8178069175556746,0.0,0.0,0.0,0.0,0.0,189.4935835420397,26.11024341981501,14.0,23,369.07139640779815,30.4424252235854,14.0,22,14.0,37.06719824335469,29.044138468300932,0.9840419875264028,-0.48656659555198234
30,Writer,34290.12,,9,898,25,7,52,9.0,13.96,13.0,_,2686.81,36.82064895309465,171,Yes,185.1119825795006,94.91721648288956,High_spent_Small_value_payments,249.72180093760983,Poor,0.2617890061189016,0.5145924584787737,0.5145924584787737,0.2599222196396479,0.5170819542341923,0.2586936643440815,0.0,0.0,0.0,0.0,150.5458133501653,35.11893274172206,12.0,52,225.6921063427557,24.222554856393263,12.0,52,12.0,39.28029558815228,28.131784760620466,0.6587761252235157,-0.3329593321197804
32,Accountant,43070.24,,3,3,18,100,11,8.0,8.97,8.0,Standard,1233.1,26.365699545206407,237,Yes,30.57608482316153,403.5168088509092,!@9#%8,218.125772992596,Standard,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0191349532733,34.718643637980016,8.0,11,530.3086017809576,39.069843987300096,8.0,8,8.0,39.069843987300096,24.323024095523756,-0.5575713851080664,-0.07031654154289317
40,Architect,6515990.0,2210.0325,6,3,15,3,25,12.0,4.89,2.0,Standard,400.07,23.177617480044173,370,Yes,69.60292048199007,51.83085897154975,High_spent_Large_value_payments,339.5694705464602,Standard,0.5844844540882174,0.0,0.0,0.0,0.0,0.0,0.5748585316868403,0.5726391459514871,0.0,0.0,364.7925206263362,35.025882785272486,13.0,25,312.13549486074794,35.693949403024156,11.0,25,14.0,37.5045523778052,31.796267991853437,-0.06914355052172923,0.16869925603648508
38,Manager,39641.54,3007.461666666666,10,8,25,6,61,13.0,-2.46,8.0,Bad,2258.73,34.84904970443735,111,Yes,172.38252735862687,149.26780615872963,Low_spent_Large_value_payments,249.09583314931015,Poor,0.3583427719569255,0.0,0.0,0.3557874719787298,0.0,0.3541057974246973,0.0,0.7021610154248206,0.0,0.3557874719787298,237.6910948066423,23.196508529545326,14.0,61,296.21518828384137,27.91283759274986,16.0,61,16.0,34.84904970443735,18.664680838672847,0.04798134466057897,-0.19757289900043787
55,Scientist,20186.02,1684.168333333333,1,5,1,2,5,6.0,6.83,4.0,Good,413.32,33.75820397193409,0,No,29.534583720496048,153.53879644098146,Low_spent_Medium_value_payments,265.3434531718558,Standard,0.7115068553214016,0.0,0.0,0.0,0.7026791549709228,0.0,0.0,0.0,0.0,0.0,307.1168233524877,36.058697021094275,6.0,5,319.9255246757902,28.836349156043873,7.0,5,7.0,39.06398122380784,25.459243021471366,-0.136017850551571,-0.04003650954791034
44,Musician,18627.64,1387.303333333333,7,7,19,6,31,18.0,5.07,7.0,Bad,1793.54,38.78895428776155,232,Yes,65.13948777561222,98.80418973887456,Low_spent_Small_value_payments,264.78665581884655,Poor,0.0,0.5345855424890082,0.5345855424890082,0.0,0.0,0.0,0.2674811694628892,0.5328969824623732,0.0,0.2700207873270647,259.36286597875085,23.245481545534325,21.0,26,243.998813262945,35.706437003014834,21.0,31,3318.0,38.9796611529839,38.781095026316635,0.020911975273052656,0.06296773541783092
22,Engineer,12986.745,959.22875,4,3,10,2,28,17.0,11.8,7.0,Standard,1489.49,32.25544266260322,111,Yes,16.719300227776053,91.82948180540612,Low_spent_Small_value_payments,277.37409296681784,Standard,0.0,0.0,0.0,0.0,0.0,0.7101337750200394,0.0,0.7040667735206569,0.0,0.0,322.45398441393667,30.469981621915608,20.0,28,257.9459443042875,26.50747449505761,17.0,30,20.0,37.661505448797726,19.20304792754782,-0.1398025567246501,0.2500835602732016
44,Writer,58317.0,4664.75,8,5,9,6,22,,16.58,10.0,Standard,98.97,36.76366452604633,164,Yes,149.89719942100822,59.955987495996,High_spent_Medium_value_payments,506.62181308299586,Standard,0.0,0.0,0.0,0.0,0.26646412372279665,0.5332429802867543,0.0,0.0,0.802900239596142,0.0,215.9920995688854,28.260146747054986,20.0,18,467.6972927960543,24.665525197204826,,18,23.0,40.4111148274711,31.1465773116982,1.3455571481281017,-0.5381797096202743
37,Scientist,42171.98,,2,7,10,3,4,10.0,2.58,4.0,Good,556.91,35.96285294028673,264,No,102.7629131170904,145.39924253815036,High_spent_Medium_value_payments,378.27101101142586,Standard,0.8973634057709308,0.0,0.0,0.0,0.0,0.0,0.44129232712930316,0.0,0.0,0.0,431.0904514153552,38.69215906784695,10.0,4,451.15985491842264,29.46412057567319,10.0,2,10.0,40.150582768507526,19.837075592240446,-0.12252519217373675,-0.04448401887773537
36,Manager,71681.4,5799.45,3,6,15,1,8,8.0,10.44,0.0,Standard,1293.02,38.23451377496931,314,NM,53.92351397165268,295.81189599421316,Low_spent_Medium_value_payments,510.20959003413424,Good,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,642.6718243437651,32.733732776648026,10.0,8,391.1249366446912,34.983562067394985,6.0,5,3083.0,40.79113730976767,20.19202204364885,-0.2061117809931821,0.6431369215601462
16,Mechanic,29469.98,2227.8316666666665,7,7,24,5,53,21.0,26.94,11.0,Bad,3421.66,32.96295024281038,165,Yes,69.68545857227979,24.066131449353737,High_spent_Medium_value_payments,379.0315766450331,Poor,0.0,0.35256896093850626,0.35256896093850626,0.3561673141269361,0.0,0.0,0.7056349301858376,0.0,0.35582923603143785,0.0,327.64429236841744,33.283061301535405,24.0,58,325.7873919548623,30.986998144545613,21.0,53,24.0,38.177310964520885,14.438229829322527,0.15683863712429205,0.005699730742841058
20,_______,72559.36,6284.613333333334,4,5,17,4,15,19.0,-1.2599999999999998,5.0,Standard,1173.7,38.17098242520041,342,No,215.83917063897172,105.7178730777444,High_spent_Medium_value_payments,556.9042896166172,Standard,0.0,0.4465761755625499,0.4465761755625499,0.0,0.44873662209692117,0.44900163366777057,0.0,0.4451656049073998,0.0,0.0,580.1252964342092,33.16506303288241,19.0,14,489.6599851654931,38.08037974384717,19.0,16,22.0,38.35585257476065,34.82308353315097,-0.04002757156138838,0.18475128458401813
37,Musician,15566.02,1423.168333333333,8,5,32,4,17,23.0,9.24,9.0,Standard,1693.95,36.572989910187616,101,Yes,43.07051960231588,,Low_spent_Medium_value_payments,333.9677311876703,Standard,0.0,0.44547204688918,0.44547204688918,0.0,0.44762715186908325,0.447891508217173,0.0,0.0,0.449591415239712,0.0,308.76189362947565,29.706453768241733,17.0,12,257.6337921872101,31.33422002336577,23.0,13,1338.0,38.78765214795482,39.686083032880155,0.08163519552850813,0.19845262148341644
19,Developer,66567.32,5800.276666666668,5,7,5,2,7,14.0,-1.33,2.0,Standard,233.79,28.453785791216827,0,NM,100.18936089086122,82.84422854536191,High_spent_Large_value_payments,636.9940772304436,Standard,0.0,0.0,0.0,0.0,0.0,0.7087707349494332,0.7054389025842283,0.0,0.0,0.0,663.149947525053,26.50760976914888,15.0,7,663.0604357569674,28.105704471180974,15.0,7,15.0,34.45627234127101,11.027123198044118,-0.03944186438108892,0.00013499790254169352
33,Media_Manager,12909.895,853.8245833333333,5,5,13,100,22,15.0,7.58,3.0,Standard,602.5,23.57985071791125,212,No,0.0,60.052634766462795,Low_spent_Medium_value_payments,305.32982356687063,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.89291581859754,39.804292938731905,16.0,22,334.36963168248695,35.63389378598965,14.0,17,16.0,39.804292938731905,26.6673560730522,-0.05731243675031019,-0.0313327373995434
33,Accountant,30788.44,2623.703333333333,7,9,31,6,49,20.0,21.73,9.0,Bad,3470.08,38.25442229235325,0,Yes,114.533020898938,242.53234925147845,!@9#%8,195.30496318291688,Standard,0.0,0.6543114677100755,0.6543114677100755,0.0,0.21915896539534713,0.0,0.0,0.21741491243838684,0.22012067186528192,0.0,327.7490915000335,27.159810891714944,20.0,49,334.85318784734267,35.457081125135346,21.0,45,22.0,39.7416997740354,35.65436549094169,-0.4041021981508775,-0.02121555536914248
42,Architect,20574.47,1740.539166666667,6,1189,14,4,6,10.0,13.74,11.0,Standard,749.95,28.62902965219592,138,Yes,49.348666321498655,,High_spent_Large_value_payments,322.7377425973424,Standard,0.0,0.6315631664754521,0.6315631664754521,0.0,0.31730927160190003,0.0,0.0,0.0,0.318701678154465,0.0,275.43145862845853,38.33877418250452,7.0,1,222.33318139195245,37.55229512400509,10.0,6,12.0,38.33877418250452,28.331237673570286,0.17175337996774495,0.23882299935653248
22,Lawyer,148699.32,12432.61,3,4,5,3,16,8.0,9.2,1.0,Good,949.38,40.605388381855605,374,No,364.9151774048712,328.9078393799951,High_spent_Medium_value_payments,799.437983215134,Good,0.0,0.0,0.0,0.0,0.0,0.5782577686234442,0.0,0.5733174448806833,0.5804524618107152,0.0,785.5315566758761,39.77628576926387,6.0,18,277.2301534308226,26.71579704085419,6.0,13,8.0,41.687213348432586,37.527378956375294,0.017703205455049425,1.8334997003559723
20,_______,85554.03,7185.5025,4,2,3,0,12,7.0,6.43,3.0,Good,1095.73,41.51328788148247,0,No,81050.0,78.79818322985322,High_spent_Large_value_payments,879.7520667701468,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.6508992743441,23.91628778322776,4.0,12,523.1224763436421,25.026326020444888,7.0,12,7.0,41.66180246621809,47.258399116557364,2.214870000804076,-0.4768894252316903
16,Entrepreneur,55829.79,,10,10,18,8,30,19.0,23.99,11.0,Bad,3422.49,37.865668074107326,132,Yes,314.90178526768176,255.7295013568828,Low_spent_Small_value_payments,156.31696337543542,Standard,0.0,0.0,0.0,0.29101907158568296,0.28947257849592345,0.0,0.5765639184619953,0.5743379486526945,0.2907428329484668,0.29101907158568296,219.74240475536905,30.836960208112888,15.0,30,255.1463520412192,23.346696861415964,21.0,31,21.0,38.02568458368197,32.4981598563666,-0.2886354204166592,-0.13875937085759543
27,_______,14165.23,1057.4358333333332,7,10,33,9,61,26.0,8.82,11.0,_,2797.17,35.201445477378066,174,NM,58.86844083860843,133.8825777377157,Low_spent_Small_value_payments,202.9925647570092,Standard,0.0,0.41658565071732145,0.41658565071732145,0.0,0.0,0.2094241116859913,0.0,0.6229047137267539,0.4204379008345497,0.2104186822414143,281.2486956796147,32.4729892967946,24.0,59,283.0152596009118,30.732960214272826,24.0,55,26.0,35.201445477378066,10.408712207059361,-0.2782453114440438,-0.006241938769620423
30,Teacher,87215.68,7489.973333333332,2,6,8,2,2,8.0,10.98,0.0,Good,680.77,35.622883365649685,255,NM,19734.0,304.20281042249366,High_spent_Medium_value_payments,573.112506174297,Good,0.7143079054332351,0.0,0.0,0.0,0.0,0.0,0.0,0.6998315627603434,0.0,0.0,698.2044309879668,30.483817218934423,5.0,2,694.2209473793729,28.92882974582685,4.0,6,8.0,35.622883365649685,12.89048189338196,-0.1791623187447599,0.005738063110355935
43,Lawyer,81842.28,,10,9,25,9,20,16.0,16.25,11.0,Bad,3053.16,30.561750479920683,0,NM,574.0657978713467,79.38081204748913,High_spent_Large_value_payments,267.57239008116403,Standard,0.7112955455019206,0.23302947215093536,0.23302947215093536,0.0,0.23415682229423548,0.0,0.0,0.232293417356281,0.4703686837749675,0.23540779366250683,185.0505808078686,24.557218399385608,19.0,20,181.87974633563567,28.643128748008227,19.0,20,19.0,39.43016630693703,24.368333437402793,0.44594190903391356,0.017433686466560013
38,Doctor,95956.5,8279.375,8,4,11,2,23,,11.94,2.0,Standard,1079.73,41.341414000106546,386,NM,95.5216287821567,552.1106827759281,Low_spent_Large_value_payments,450.3051884419152,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706770945229467,0.7074424577161351,234.81379848817983,28.321914174502897,10.0,23,251.37034215085896,24.978573155178623,,23,13.0,42.13760292599426,40.32415310199671,0.9177117841504655,-0.06586514352095994
3052,Manager,49967.01,4091.9175,6,5,31,6,27,11.0,19.87,12.0,Standard,2253.95,31.52078179699133,209,Yes,156.00331166279182,116.36129396965664,High_spent_Medium_value_payments,386.8271443675515,Poor,0.35677542395097317,0.0,0.0,0.7084626010925353,0.0,0.0,0.3508996602387836,0.34954492397316883,0.0,0.35423130054626767,443.6930222123507,33.17055464565221,10.0,27,436.30891916244417,37.330340266940134,14.0,27,14.0,38.57921380799338,34.858497158261954,-0.1281649135730227,0.016924024986886194
14,Developer,39887.22,3224.935,9,9,16,100,57,22.0,17.25,14.0,Bad,3119.6,34.97086572389593,156,NM,133.47084524343262,145.9405485815745,High_spent_Small_value_payments,303.082106174993,Standard,0.45152574973521614,0.0,0.0,0.0,0.4459236476762174,0.4461869979813415,0.44408953513827704,0.0,0.0,0.4483059729495639,337.3548473022599,24.14813227289234,19.0,57,315.0627851237822,31.24846249434503,18.0,57,3104.0,38.23896597620363,28.2038743316032,-0.10159255573571037,0.07075434875534273
44,Developer,14129.76,1023.2175884600924,8,5,21,8,62,18.0,5.51,6.0,Bad,4071.62,35.66937313879148,158,NM,70.97506654794734,33.37622925667589,High_spent_Medium_value_payments,236.1591157352846,Poor,0.0,0.0,0.0,0.5787102666292339,0.0,0.2879874596242882,0.2866336707452682,0.285527049472279,0.2890804741066729,0.5787102666292339,204.2323771755028,37.09478338625011,,64,252.2245616305073,29.81521346595235,18.0,62,21.0,39.16106265120843,21.200104390024485,0.15632554936353812,-0.19027561845983093
43,Developer,123732.32,10416.026666666668,4,3,11,0,15,8.0,8.92,,Good,1154.46,26.26810601123289,334,No,0.0,589.8279399082364,Low_spent_Medium_value_payments,731.7747267584301,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.751173160778,31.11476599286333,8.0,18,1184.8996936944968,31.2419277384137,8.0,15,8.0,43.368064752029134,29.325859329394522,-0.34706762367720234,-0.05413835523385507
